Date,Album,Artist,Tags,Record_Label,Record_Label_Loc,Author,spotify_match_status,spotify_id,spotify_url,spotify_artist_id,spotify_match_artist,spotify_match_album,spotify_release_date,spotify_release_date_precision,spotify_album_type,spotify_total_tracks,spotify_image_url,spotify_upc,spotify_ean,spotify_copyright,spotify_artist_status,spotify_artist_image_url,spotify_artist_url
"April 06, 2017",Sorcerer,Tonstartssbandht,Rock,Independent Artist,Florida,Casey Jarman,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85813s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"April 04, 2017",Kelly Lee Owens,Kelly Lee Owens,,Independent Artist,"London, UK",Adam Badí Donoval,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85813s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"April 03, 2017",Rays,Rays,,RAYS,"Oakland, California",JJ Skolnik,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85813s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 31, 2017",Overseas V,Eivind Opsvik,,Independent Artist,New York,Peter Margasak,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85813s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 30, 2017",Due Rent,lojii & Swarvy,,Fresh Selects,,Andrew Martin,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85812s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 29, 2017",Meet You,Century Palm,,deranged records,British Columbia,Cameron Cook,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85812s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 28, 2017",Heartless,Pallbearer,,Independent Artist,"Little Rock, Arkansas",Elisabeth Vincentelli,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85812s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 27, 2017",Find Me Finding You,Laetitia Sadier Source Ensemble,,Laetitia Sadier,"London, UK",Marc Masters,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85812s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 24, 2017",Please Let Me Know,So Stressed,,Independent Artist,"Sacramento, California",J. Edward Keyes,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85812s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 23, 2017",Flashes of Quincy,Snowball ii,,Snowball II,"Los Angeles, California",J. Edward Keyes,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85811s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 21, 2017",Drip Mental,Fire-Toolz,,Hausu Mountain Records,"Chicago, Illinois",Saby Reyes-Kulkarni,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85811s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 20, 2017",Offers,NE-HI,,Independent Artist,"Chicago, Illinois",J. Edward Keyes,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85811s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 17, 2017",Glass,UV-TV,,deranged records,British Columbia,Mariana Timony,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85811s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 16, 2017",Uyai,Ibibio Sound Machine,,Independent Artist,UK,J. Edward Keyes,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85810s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 15, 2017",World Eater,Blanck Mass,,Independent Artist,"Edinburgh, UK",Robert Whitfield,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85810s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 14, 2017",Daily Affirmations,CohenBeats,,Independent Artist,Israel,Jesse Fairfax,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85810s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 13, 2017",Thelma,Thelma,,Independent Artist,"Brooklyn, New York",Mariana Timony,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85810s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 10, 2017",Last Nite in Paradise,Aquarian Blood,,Independent Artist,"Memphis, Tennessee",J. Edward Keyes,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85809s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 09, 2017",Stalking The Ghost,Unearthly Trance,,Independent Artist,"New York, New York",JR Moores,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85809s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 08, 2017",Digging a Tunnel,Sir Was,,sir Was,Sweden,Laura Studarus,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85809s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 07, 2017","All Day, Every Day, All Night",Del Paxton,,Independent Artist,"Buffalo, New York",Jonathan Bernstein,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85809s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 06, 2017",volume 1: flick your tongue against your teeth and describe the present.,bedwetter,,LIL UGLY MANE,"Richmond, Virginia",Ross Devlin,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85809s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 03, 2017",The Electronic Tapes,Ahmed Malek & Flako,,Habibi Funk Records,"Berlin, Germany",Andy Beta,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85808s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 02, 2017",Synthesize the Soul: Astro-Atlantic Hypnotica From the Cape Verde Islands 1973-1988,Various Artists,,Ostinato Records,"New York, New York",John Morrison,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85808s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"March 01, 2017",Volume Uno,Stromboli,,Maple Death Records,"Bologna, Italy",Michael Berdan,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85808s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 28, 2017",Day Fever,Dear Reader,,Independent Artist,"Berlin, Germany",Aaron Carnes,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85808s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 27, 2017",The Hired Hands: A Tribute to Bruce Langhorne,Various Artists,,Scissor Tail Records,Oklahoma,Ned Raggett,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85807s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 24, 2017",The Iceberg,Oddisee,,Independent Artist,"Brooklyn, New York",Jonah Bromwich,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85807s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 23, 2017",A Night Walking Through Mirrors,Chicago/London Underground,,Cuneiform Records,"Washington, D.C.",Peter Margasak,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85807s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 22, 2017",Undying Color,Mind Over Mirrors,,Independent Artist,,Joe Darling,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85807s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 21, 2017",New Spirit,PVT,,Independent Artist,"Sydney, Australia",Adam Badí Donoval,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85806s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 20, 2017",II,The Courtneys,,Independent Artist,"Vancouver, British Columbia",Lauren Rearick,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85806s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 17, 2017",Cruel Optimism,Lawrence English,,Independent Artist,"Brisbane, Australia",Andrew Parks,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85806s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 16, 2017",Headnod Suite,Karriem Riggins,,Independent Artist,"Los Angeles, California",Andrew Martin,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85806s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 15, 2017",Hard Love,Strand of Oaks,,Independent Artist,"Austin, Texas",Jeffrey Silverstein,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85805s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 14, 2017",Bye Bye Berta,Palberta,,Independent Artist,"New York, New York",Maria Sherman,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85805s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 10, 2017",Shallow Drownings,Soggy Creep,,Independent Artist,"Olympia, Washington",JJ Skolnik,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85805s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 09, 2017",Ripping Death b/w Riddle of Steel,Zig Zags,,FAMOUS CLASS RECORDS,"Brooklyn, New York",Jeff Terich,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85805s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 08, 2017",missing home,Dream Wave,,Citrus City Records,"Richmond, Virginia",David Turner,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85804s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 07, 2017",Messes,Stef Chura,,stef chura,"Detroit, Michigan",Maura Johnston,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85804s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 06, 2017","Pure, Beyond Reproach",Egyptrixx,,EGYPTRIXX,"Toronto, Ontario",Joe Darling,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85804s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 03, 2017",Desvio Onirico,Boogarins,,Independent Artist,"Goiânia, Brazil",J. Edward Keyes,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85804s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 02, 2017",Occult Architecture Vol. 1,Moon Duo,,Independent Artist,"Portland, Oregon",Will Schube,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85804s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"February 01, 2017",Fantasy,Fla.mingo,,business casual,,Simon Chandler,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85803s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 31, 2017",DJ Kicks (Matthew Dear),Matthew Dear,,Independent Artist,"Ann Arbor, Michigan",Andrew Parks,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85803s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 30, 2017",This is Steve,Delicate Steve,,Independent Artist,New Jersey,Max Savage Levenson,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85803s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 27, 2017",Near to the Wild Heart of Life,Japandroids,,Independent Artist,"Vancouver, British Columbia",Jonathan Bernstein,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85803s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 26, 2017",Live in Paris,Sleater-Kinney,,Independent Artist,"Portland, Oregon",JJ Skolnik,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85803s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 25, 2017",Sunbelt Emptiness,Pollen RX,,Pollen Rx,"Austin, Texas",Mariana Timony,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85802s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 24, 2017",Lives Through Magic,Various Artists,,Lives Through Magic,"New York, New York",Kristan J. Caryl,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85802s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 23, 2017",Channels: Backpfeifengesicht/Airstrip One,Channels,,Independent Artist,"Washington, D.C.",JJ Skolnik,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85802s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
"January 20, 2017",On the Pedestrian Side,Angela Sawyer,,Weird Ear Records,"Oakland, California",Andrew Parks,"error: Rate limited on GET https://api.spotify.com/v1/search: Spotify asked us to wait 85802s, above the 60s cap. Stopping instead of blocking — let it cool down before retrying.",,,,,,,,,,,,,,,,
