Date,Album,Artist,Tags,Record_Label,Record_Label_Loc,Author
"October 02, 2017",Plum,Wand,Alternative,Independent Artist,"Los Angeles, California",J. Edward Keyes
"September 29, 2017",Relatives in Descent,Protomartyr,Punk,Independent Artist,"Detroit, Michigan",J. Edward Keyes
"September 28, 2017",Guitar Module 2017,Upper Wilds,Experimental,Independent Artist,"Brooklyn, New York",Raymond Cummings
"September 27, 2017",Goofballs,Eric Copeland,Electronic,Independent Artist,"Brooklyn, New York",Andrew Parks
"September 26, 2017",Colours of the Night,Maalem Mahmoud Gania,World,Independent Artist,"Essaouira, Morocco",Noah Berlatsky
"September 25, 2017",Fabric,The Black Seeds,Reggae,Independent Artist,"Wellington, New Zealand",Richard Gehr
"September 22, 2017",Wallflower,Jordan Rakei,Electronic,Independent Artist,"Brisbane, Australia",Ian Hsieh
"September 21, 2017",Heron,Nassau,Acoustic,Independent Artist,"Brooklyn, New York",Peter Lillis
"September 20, 2017",Propagation of the Foul,Fatuous Rump,Metal,Amputated Vein Records,Japan,Noah Berlatsky
"September 19, 2017",Before the Applause,Re-TROS,Alternative,Rebuilding the Rights of Statues,"Beijing, China",Ned Raggett
"September 18, 2017",Where the Gods Are At Peace,Antibalas,World,Independent Artist,"Brooklyn, New York",Max Savage Levenson
"September 14, 2017",Music for Commercials,Yasuaki Shimizu,Soundtrack,Independent Artist,Japan,Noah Berlatsky
"September 13, 2017",All Good Things,ELWD,Hip-Hop/Rap,Independent Artist,UK,Nate Patrin
"September 12, 2017",In Search of Lost Time,Partner,Alternative,Independent Artist,NA,Luke Ottenhof
"September 11, 2017",Utopioid,Rosetta,Metal,Independent Artist,"Philadelphia, Pennsylvania",JR Moores
"September 08, 2017",Antisocialites,Alvvays,Alternative,Independent Artist,"Toronto, Ontario",Luke Ottenhof
"September 07, 2017",Into the Shroud,Flesh World,Punk,Independent Artist,"San Francisco, California",Joe Gross
"September 05, 2017",Ariadna (ариадна),Kedr Livanskiy,Electronic,Independent Artist,"Moscow, Russia",Robert Ham
"September 01, 2017",Aytche,Joseph Shabason,Jazz,Independent Artist,"Toronto, Ontario",Joe Darling
"August 31, 2017",Rainbow Edition,Hype Williams,Experimental,Independent Artist,"London, UK",Claire Lobenfeld
"August 30, 2017",Every Country’s Sun,Mogwai,Alternative,Independent Artist,"Scotland, UK",Ron Hart
"August 29, 2017",S/T,Rainer Maria,Alternative,Independent Artist,"Brooklyn, New York",Patrick Rapa
"August 28, 2017",Safely Nobody’s,Tall Friend,Alternative,tall friend,"Boston, Massachusetts",Patrick Rapa
"August 25, 2017",Exile in the Outer Ring,EMA,Experimental,Independent Artist,"Portland, Oregon",Zoë Beery
"August 24, 2017",Beast Epic,Iron & Wine,Alternative,Iron &amp; Wine,North Carolina,Joe Gross
"August 23, 2017",Yellow,Naomi Punk,Experimental,Naomi Punk (Captured Tracks),"Seattle, Washington",Sam Lefebvre
"August 22, 2017",Sweet as Broken Dates,Various Artists,World,Ostinato Records,"New York, New York",John Morrison
"August 21, 2017",Bop,Swarvy,Hip-Hop/Rap,Paxico Records,"Paxico, Kansas",Andrew Martin
"August 18, 2017",Eyeball Under,Weeping Icon,Alternative,Independent Artist,New York,J. Edward Keyes
"August 17, 2017",Pumpkin EP,Nemui PJ,Ambient,FLAU,"東京都, Japan",Andrew Martin
"August 16, 2017",Devil Electric,Devil Electric,Metal,Independent Artist,"Melbourne, Australia",Jeff Treppel
"August 15, 2017",Jen Cloher,Jen Cloher,Alternative,Independent Artist,"Melbourne, Australia",Doug Wallen
"August 14, 2017",How We Lived,Heinali and Matt Finney,Ambient,Independent Artist,NA,Noah Berlatsky
"August 11, 2017",A Piece of the Geto,ZGTO,Hip-Hop/Rap,Independent Artist,"Detroit, Michigan",Will Schube
"August 10, 2017",Jean​-​Jacques Perrey et son Ondioline,Jean-Jacques Perrey,Electronic,Independent Artist,Switzerland,Allison Hussey
"August 09, 2017",Perfect Body,Mermaidens,Alternative,Independent Artist,"Wellington, New Zealand",Nick Fulton
"August 08, 2017",Kawaida,Mim Suleiman,Electronic,Independent Artist,"Sheffield, UK",Andy Beta
"August 07, 2017",Girl Minority,Grim Streaker,Alternative,grim streaker,"Brooklyn, New York",Scott Murry
"August 04, 2017",Earl Grey,Girl Ray,Pop,Independent Artist,"London, UK",Matt Voracek
"August 03, 2017",Inside a Quiet Mind,Micronism,Electronic,micronism,"Ipswich, Australia",Su Baykal
"August 02, 2017",Sounds of Crenshaw Vol. 1,Terrace Martin Presents The Pollyseeds,Experimental,Ropeadope Select,"Philadelphia, Pennsylvania",Jesse Fairfax
"August 01, 2017",National Debt,TRPL BLK & DJ Prince,Hip-Hop/Rap,Mobile Kitchen Sound,"New York, New York",Richardine Bartee
"July 31, 2017",Square One,Bjørn Torske & Prins Thomas,Electronic,Bjørn Torske &amp; Prins Thomas,Norway,Andy Battaglia
"July 28, 2017",Across the Multiverse,Dent May,Pop,Independent Artist,"Los Angeles, California",Luke Ottenhof
"July 27, 2017",Inspirations,Dwight Trible,Jazz,Independent Artist,"Los Angeles, California",Patrick Jarenwattananon
"July 26, 2017",Dopp Hopp,The Doppelgangaz,Hip-Hop/Rap,Independent Artist,"New York, New York",Jay Balfour
"July 25, 2017",3G,Dzang,Electronic,Independent Artist,"Los Angeles, California",Will Schube
"July 21, 2017",Sh*tty Hits,Katie Von Schleicher,Alternative,Ba Da Bing Records,"Providence, Rhode Island",Ned Raggett
"July 20, 2017",After…,Fhloston Paradigm,Electronic,Independent Artist,"Philadelphia, Pennsylvania",Michaelangelo Matos
"July 19, 2017",Year of the Funky,Bei Bei & Shawn Lee,Electronic,Bei Bei &amp; Shawn Lee,"London, UK",Richard Gehr
"July 18, 2017",Les Sourdes Oreilles,Cosmic Analog Ensemble,Funk,My Bags,"Messac, France",Marcus J. Moore
"July 17, 2017",Locket,Crumb,Rock,Independent Artist,New York,Jonah Bromwich
"July 14, 2017",Mister Mellow,Washed Out,Pop,Independent Artist,"Perry, Georgia",Andrew Martin
"July 13, 2017",A Walk With Love & Death,Melvins,Rock,Independent Artist,NA,JR Moores
"July 12, 2017",Youth Detention​ ​(​Nail My Feet Down To The Southside Of Town),Lee Bains III & The Glory Fires,Rock,Lee Bains + The Glory Fires,"Birmingham, Alabama",Jonathan Bernstein
"July 11, 2017",Glitter & Blood,Sweeping Exits,Rock,Independent Artist,"Portland, Oregon",Luke Ottenhof
"July 10, 2017",Boo Boo,Toro y Moi,Pop,Independent Artist,"Oakland, California",Max Savage Levenson
"July 07, 2017",GT ULTRA,Guerilla Toss,Punk,Independent Artist,"New York, New York",Mo Wilson
"July 06, 2017",The Boy Who Spoke to the Wind,Lando Chill,Hip-Hop/Rap,Independent Artist,"Los Angeles, California",Saby Reyes-Kulkarni
"July 05, 2017",Known Unknowns,billy woods,Hip-Hop/Rap,Independent Artist,"New York, New York",Blake Gillespie
"July 03, 2017",Chasing an Illusion,Larkin Grimm,Folk,Independent Artist,"New York, New York",Noah Berlatsky
"June 30, 2017",Big Skies,Mere Women,Alternative,Independent Artist,"Sydney, Australia",Doug Wallen
"June 29, 2017",Wintres Woma,James Elkington,Folk,Independent Artist,"Chicago, Illinois",Joe Darling
"June 28, 2017",Puff,Bernice,Pop,bernice,"Toronto, Ontario",Erin Williams
"June 27, 2017",Introducing the Crimsmen,The Peacers,Rock,Independent Artist,"San Francisco, California",Marc Masters
"June 26, 2017",Some Twist,Michael Nau,Alternative,Independent Artist,Maryland,Casey Jarman
"June 23, 2017",Dust,Laurel Halo,Electronic,Independent Artist,"Los Angeles, California",Joe Darling
"June 22, 2017","Larry Grenadier, John Medeski & John Scofield, Hudson",Jack DeJohnette,Jazz,"Hudson (DeJohnette, Grenadier, Medeski &amp; Scofield)","New York, New York",Patrick Jarenwattananon
"June 21, 2017",In Death,Svartsyn,Metal,Agonia Records,Poland,Noah Berlatsky
"June 20, 2017",House and Land,House and Land,Folk,Independent Artist,"Asheville, North Carolina",Allison Hussey
"June 19, 2017",Die Trommel Fatale,Brandon Seabrook,Experimental,Independent Artist,"Brooklyn, New York",Raymond Cummings
"June 15, 2017",Soaked,Hot Flash Heat Wave,Alternative,Independent Artist,"Los Angeles, California",Steven Edelstone
"June 14, 2017",The Fifth State of Consciousness,Peaking Lights,Ambient,Independent Artist,"Baywood Los Osos, California",Katy Henriksen
"June 12, 2017",Attention Kmart Choppers,Juicy the Emissary,Hip-Hop/Rap,Independent Artist,Denton,Max Bell
"June 09, 2017",Agent blå,Agent blå,Alternative,Agent Blå,"Gothenburg, Sweden",J. Edward Keyes
"June 06, 2017",Freedom of Movement,Nina Miranda,World,Independent Artist,"London, UK",Amaya Garcia
"June 05, 2017",A World of Masks,The Heliocentrics,,Independent Artist,"London, UK",Max Savage Levenson
"June 02, 2017",Somersault,Beach Fossils,Alternative,Independent Artist,"Brooklyn, New York",John Morrison
"June 01, 2017",Subordination,Institute,Punk,Independent Artist,"Austin, Texas",Sam Lefebvre
"May 31, 2017",Modern Kosmology,Jane Weaver,Experimental,Independent Artist,"Liverpool, UK",Joe Darling
"May 30, 2017",Fly or Die,Jaimie Branch,Jazz,International Anthem,"Chicago, Illinois",Marcus J. Moore
"May 29, 2017",Move Upstairs,Como Mamas,R&amp;B/Soul,The Como Mamas,"Como, Mississippi",Max Savage Levenson
"May 26, 2017",Best Woman,Vincent Ahehehinnou,World,Analog Africa,Germany,Dean Van Nguyen
"May 25, 2017",Channelview,Curved Light,Electronic,Independent Artist,"Austin, Texas",Andrew Parks
"May 24, 2017",Gently Among the Coals,Threefifty,Alternative,Independent Artist,"Brooklyn, New York",Stephen M. Deusner
"May 23, 2017",Still Hungry,DJ Format & Abdominal,Hip-Hop/Rap,Abdominal,"Toronto, Ontario",Nate Patrin
"May 22, 2017",Ultramega OK,Soundgarden,Alternative,Independent Artist,"Seattle, Washington",Brad Sanders
"May 19, 2017",Death To The Planet,The Comet is Coming,Jazz,The Comet Is Coming,"London, UK",Marcus J. Moore
"May 18, 2017","Saigon Supersound, Vol. 1",Various Artists,World,Saigon Supersound Compilations,"Frankfurt, Germany",Richard Gehr
"May 17, 2017",Black Mountain Songs,Brooklyn Youth Chorus,Classical,Independent Artist,New York,Katy Henriksen
"May 16, 2017",Best Troubador,Bonnie ‘Prince’ Billy,Country,Bonnie &quot;Prince&quot; Billy,"Louisville, Kentucky",Peter Margasak
"May 15, 2017",Powerplant,Girlpool,Alternative,Independent Artist,"Los Angeles, California",Tess Duncan
"May 12, 2017",Big Day,Loose Tooth,Alternative,Father/Daughter Records,"San Francisco, California",Casey Jarman
"May 11, 2017",Vocês Querem Mate?,Piri,World,Independent Artist,Brazil,Joe Gross
"May 10, 2017",II,Crooked Bangs,Punk,Nervous Intent Records,"Berkeley, California",Colin Atrophy Hagendorf
"May 09, 2017",Sidelong,Sarah Shook & the Disarmers,Country,Sarah Shook &amp; the Disarmers,"Chapel Hill, North Carolina",Lee Zimmerman
"May 08, 2017",This Old Dog,Mac DeMarco,Rock,Independent Artist,"Los Angeles, California",Eric R. Danton
"May 05, 2017",Horse Follows Darkness,Delia Gonzalez,Electronic,Independent Artist,"Athens, Greece",J. Edward Keyes
"May 04, 2017",Seen Comin’ From a Mighty Eye,Skyway Man,Rock,Independent Artist,"Oakland, California",Will Schube
"May 03, 2017",Snow,The New Year,Alternative,Independent Artist,Texas,Annie Zaleski
"May 02, 2017",Significant Weather,Real Life Buildings,Alternative,Independent Artist,"New York, New York",Cory Lomberg
"May 01, 2017",Ice Pix,FIN,Pop,Hausu Mountain Records,"Chicago, Illinois",Noah Berlatsky
"April 28, 2017",Silver Haze,Aye Nako,Alternative,Independent Artist,"New York, New York",J. Edward Keyes
"April 26, 2017",Perfect Lavender,Furniteur,Pop,Independent Artist,"Washington, D.C.",Peter Lillis
"April 25, 2017",Why El Paso Sky,VVV,Electronic,Holodeck Records,"Austin, Texas",Joe Darling
"April 24, 2017",WYW,Wear Your Wounds,Alternative,Independent Artist,"Essex, Massachusetts",Andrew Parks
"April 21, 2017",Oz Waves,Various Artists,Electronic,Efficient Space,"Melbourne, Australia",Doug Wallen
"April 20, 2017",Return To The 37th Chamber,El Michels Affair,R&amp;B/Soul,Independent Artist,New York,Nate Patrin
"April 18, 2017",A Hairshirt of Purpose,Pile,Rock,Independent Artist,NA,Matt Voracek
"April 17, 2017",Friends Live #1,Band Practice & Catherine Cohen,Comedy,JMC Aggregate,"Queens, New York",Patrick Rapa
"April 13, 2017",It’s a Myth,Sneaks,Punk,Independent Artist,"Washington, D.C.",JJ Skolnik
"April 12, 2017",What If,Hauschka,Ambient,Independent Artist,"Düsseldorf, Germany",Ron Hart
"April 11, 2017",Soul Run,Tanika Charles,R&amp;B/Soul,Independent Artist,Toronto,Max Savage Levenson
"April 10, 2017",Imaginary Enemies,Hiccup,Punk,Independent Artist,"New York, New York",Jonathan Bernstein
"April 07, 2017",Abysma,Geotic,Ambient,Independent Artist,"Los Angeles, California",Will Schube
"April 06, 2017",Sorcerer,Tonstartssbandht,Rock,Independent Artist,Florida,Casey Jarman
"April 04, 2017",Kelly Lee Owens,Kelly Lee Owens,,Independent Artist,"London, UK",Adam Badí Donoval
"April 03, 2017",Rays,Rays,,RAYS,"Oakland, California",JJ Skolnik
"March 31, 2017",Overseas V,Eivind Opsvik,,Independent Artist,New York,Peter Margasak
"March 30, 2017",Due Rent,lojii & Swarvy,,Fresh Selects,NA,Andrew Martin
"March 29, 2017",Meet You,Century Palm,,deranged records,British Columbia,Cameron Cook
"March 28, 2017",Heartless,Pallbearer,,Independent Artist,"Little Rock, Arkansas",Elisabeth Vincentelli
"March 27, 2017",Find Me Finding You,Laetitia Sadier Source Ensemble,,Laetitia Sadier,"London, UK",Marc Masters
"March 24, 2017",Please Let Me Know,So Stressed,,Independent Artist,"Sacramento, California",J. Edward Keyes
"March 23, 2017",Flashes of Quincy,Snowball ii,,Snowball II,"Los Angeles, California",J. Edward Keyes
"March 21, 2017",Drip Mental,Fire-Toolz,,Hausu Mountain Records,"Chicago, Illinois",Saby Reyes-Kulkarni
"March 20, 2017",Offers,NE-HI,,Independent Artist,"Chicago, Illinois",J. Edward Keyes
"March 17, 2017",Glass,UV-TV,,deranged records,British Columbia,Mariana Timony
"March 16, 2017",Uyai,Ibibio Sound Machine,,Independent Artist,UK,J. Edward Keyes
"March 15, 2017",World Eater,Blanck Mass,,Independent Artist,"Edinburgh, UK",Robert Whitfield
"March 14, 2017",Daily Affirmations,CohenBeats,,Independent Artist,Israel,Jesse Fairfax
"March 13, 2017",Thelma,Thelma,,Independent Artist,"Brooklyn, New York",Mariana Timony
"March 10, 2017",Last Nite in Paradise,Aquarian Blood,,Independent Artist,"Memphis, Tennessee",J. Edward Keyes
"March 09, 2017",Stalking The Ghost,Unearthly Trance,,Independent Artist,"New York, New York",JR Moores
"March 08, 2017",Digging a Tunnel,Sir Was,,sir Was,Sweden,Laura Studarus
"March 07, 2017","All Day, Every Day, All Night",Del Paxton,,Independent Artist,"Buffalo, New York",Jonathan Bernstein
"March 06, 2017",volume 1: flick your tongue against your teeth and describe the present.,bedwetter,,LIL UGLY MANE,"Richmond, Virginia",Ross Devlin
"March 03, 2017",The Electronic Tapes,Ahmed Malek & Flako,,Habibi Funk Records,"Berlin, Germany",Andy Beta
"March 02, 2017",Synthesize the Soul: Astro-Atlantic Hypnotica From the Cape Verde Islands 1973-1988,Various Artists,,Ostinato Records,"New York, New York",John Morrison
"March 01, 2017",Volume Uno,Stromboli,,Maple Death Records,"Bologna, Italy",Michael Berdan
"February 28, 2017",Day Fever,Dear Reader,,Independent Artist,"Berlin, Germany",Aaron Carnes
"February 27, 2017",The Hired Hands: A Tribute to Bruce Langhorne,Various Artists,,Scissor Tail Records,Oklahoma,Ned Raggett
"February 24, 2017",The Iceberg,Oddisee,,Independent Artist,"Brooklyn, New York",Jonah Bromwich
"February 23, 2017",A Night Walking Through Mirrors,Chicago/London Underground,,Cuneiform Records,"Washington, D.C.",Peter Margasak
"February 22, 2017",Undying Color,Mind Over Mirrors,,Independent Artist,NA,Joe Darling
"February 21, 2017",New Spirit,PVT,,Independent Artist,"Sydney, Australia",Adam Badí Donoval
"February 20, 2017",II,The Courtneys,,Independent Artist,"Vancouver, British Columbia",Lauren Rearick
"February 17, 2017",Cruel Optimism,Lawrence English,,Independent Artist,"Brisbane, Australia",Andrew Parks
"February 16, 2017",Headnod Suite,Karriem Riggins,,Independent Artist,"Los Angeles, California",Andrew Martin
"February 15, 2017",Hard Love,Strand of Oaks,,Independent Artist,"Austin, Texas",Jeffrey Silverstein
"February 14, 2017",Bye Bye Berta,Palberta,,Independent Artist,"New York, New York",Maria Sherman
"February 10, 2017",Shallow Drownings,Soggy Creep,,Independent Artist,"Olympia, Washington",JJ Skolnik
"February 09, 2017",Ripping Death b/w Riddle of Steel,Zig Zags,,FAMOUS CLASS RECORDS,"Brooklyn, New York",Jeff Terich
"February 08, 2017",missing home,Dream Wave,,Citrus City Records,"Richmond, Virginia",David Turner
"February 07, 2017",Messes,Stef Chura,,stef chura,"Detroit, Michigan",Maura Johnston
"February 06, 2017","Pure, Beyond Reproach",Egyptrixx,,EGYPTRIXX,"Toronto, Ontario",Joe Darling
"February 03, 2017",Desvio Onirico,Boogarins,,Independent Artist,"Goiânia, Brazil",J. Edward Keyes
"February 02, 2017",Occult Architecture Vol. 1,Moon Duo,,Independent Artist,"Portland, Oregon",Will Schube
"February 01, 2017",Fantasy,Fla.mingo,,business casual,NA,Simon Chandler
"January 31, 2017",DJ Kicks (Matthew Dear),Matthew Dear,,Independent Artist,"Ann Arbor, Michigan",Andrew Parks
"January 30, 2017",This is Steve,Delicate Steve,,Independent Artist,New Jersey,Max Savage Levenson
"January 27, 2017",Near to the Wild Heart of Life,Japandroids,,Independent Artist,"Vancouver, British Columbia",Jonathan Bernstein
"January 26, 2017",Live in Paris,Sleater-Kinney,,Independent Artist,"Portland, Oregon",JJ Skolnik
"January 25, 2017",Sunbelt Emptiness,Pollen RX,,Pollen Rx,"Austin, Texas",Mariana Timony
"January 24, 2017",Lives Through Magic,Various Artists,,Lives Through Magic,"New York, New York",Kristan J. Caryl
"January 23, 2017",Channels: Backpfeifengesicht/Airstrip One,Channels,,Independent Artist,"Washington, D.C.",JJ Skolnik
"January 20, 2017",On the Pedestrian Side,Angela Sawyer,,Weird Ear Records,"Oakland, California",Andrew Parks
"January 19, 2017",The World is a Loud Place,Landlady,,Independent Artist,New York,Allison Hussey
"January 18, 2017",Reflection,아버지,,Independent Artist,"Pittsburgh, Pennsylvania",Simon Chandler
"January 17, 2017",Life Without Sound,Cloud Nothings,,Independent Artist,"Cleveland, Ohio",Drew Fortune
"January 16, 2017",Cut to the Chafe,Thurst,,THURST,"Los Angeles, California",Mariana Timony
"January 13, 2017",As Was,Black Anvil,,Independent Artist,"New York, New York",Michael Hill
"January 12, 2017",Not Even Happiness,Julie Byrne,,Independent Artist,"New York, New York",Max Mohenu
